pathway	description	X18S_1_10_S10_L001	X18S_1_11_S11_L001	X18S_1_12_S12_L001	X18S_1_13_S13_L001	X18S_1_14_S14_L001	X18S_1_15_S15_L001	X18S_1_16_S16_L001	X18S_1_17_S17_L001	X18S_1_18_S18_L001	X18S_1_19_S19_L001	X18S_1_1_S1_L001	X18S_1_20_S20_L001	X18S_1_21_S21_L001	X18S_1_22_S22_L001	X18S_1_23_S23_L001	X18S_1_24_S24_L001	X18S_1_25_S25_L001	X18S_1_26_S26_L001	X18S_1_27_S27_L001	X18S_1_28_S28_L001	X18S_1_29_S29_L001	X18S_1_2_S2_L001	X18S_1_30_S30_L001	X18S_1_31_S31_L001	X18S_1_32_S32_L001	X18S_1_33_S33_L001	X18S_1_34_S34_L001	X18S_1_35_S35_L001	X18S_1_36_S36_L001	X18S_1_37_S37_L001	X18S_1_38_S38_L001	X18S_1_39_S39_L001	X18S_1_3_S3_L001	X18S_1_40_S40_L001	X18S_1_41_S41_L001	X18S_1_42_S42_L001	X18S_1_43_S43_L001	X18S_1_44_S44_L001	X18S_1_45_S45_L001	X18S_1_46_S46_L001	X18S_1_47_S47_L001	X18S_1_48_S48_L001	X18S_1_49_S49_L001	X18S_1_4_S4_L001	X18S_1_50_S50_L001	X18S_1_51_S51_L001	X18S_1_52_S52_L001	X18S_1_53_S53_L001	X18S_1_54_S54_L001	X18S_1_55_S55_L001	X18S_1_56_S56_L001	X18S_1_57_S57_L001	X18S_1_58_S58_L001	X18S_1_59_S59_L001	X18S_1_5_S5_L001	X18S_1_6_S6_L001	X18S_1_7_S7_L001	X18S_1_8_S8_L001	X18S_1_9_S9_L001
PWY0-1061	superpathway of L-alanine biosynthesis	14495.4233	47234.1818	13448.3306	57273.8182	50602.9091	13320.1164	24170.1818	25750.9091	17953.0909	21988.3636	10810.1758	57914.8584	95254.9091	30677.4545	27054.5455	31655.6033	13829.8289	30195.2727	23029.0909	66907.6364	34741.2835	7102.9091	34549.32	70626.5455	15146.1818	29245.9389	12022.5124	19479.1042	20041.0909	59105.4545	37558.9091	77467.6364	28733.4545	12275.3503	13949.4545	21400.3205	4882.9091	152253.8182	24447.9669	125101.0909	15226.9091	144349.0909	11413.0909	46972.3636	33548.7273	14889.5336	8641.0909	8270.1818	14961.4215	35541.8182	65760.1953	8634.5302	10481.5089	4506.1077	10968.1406	18052.0649	35577.0248	37326.1488	15423.1734
PWY0-1241	ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	12683.0319	43298	12327.2	52501	46386	11612.702	22156	23605	16457	20156	9459.7149	52945.8056	87317	28121	24800	29017.2	12405.6653	27679	21110	61332	31834.3963	6511	31478.2197	64741	13884	26607.3243	11020.2	16842.8504	18371	54180	34429	71012	26339	11017.4426	12787	19218.3378	4476	139566	22410.2	114676	13958	132320	10462	43058	30753	13559.5086	7921	7581	13714.2	32580	59868.0259	7735.5503	9330.7966	3689.2396	9690.1571	16543.7992	32611.4	34215.2	14136.5999
PWY0-1261	anhydromuropeptides recycling	0	0	0	0	0	0	0	0	0	0	0	33.5871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1277	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	0	0	0	0	0	0	0	0	0	0	0	4.2146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296	purine ribonucleosides degradation	0	0	0	0	0	0	0	0	0	0	0	12.3286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1297	superpathway of purine deoxyribonucleosides degradation	0	0	0	0	0	0	0	0	0	0	0	20.9093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1298	superpathway of pyrimidine deoxyribonucleosides degradation	0	0	0	0	0	0	0	0	0	0	0	5.9672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1319	CDP-diacylglycerol biosynthesis II	16546.0938	51957.6	14793.56	63001.2	55663.2	15250.5363	26587.2	28326	19748.4	24187.2	12338.2348	63833.8317	104780.4	33745.2	29760	34821.56	15470.1081	33214.8	25332	73598.4	38226.1197	7813.2	38180.6864	77689.2	16660.8	32356.1842	13225.16	22458.5548	22045.2	65016	41314.8	85214.4	31606.8	13725.1667	15344.4	23917.0429	5371.2	167479.2	26893.16	137611.2	16749.6	158784	12554.4	51669.6	36903.6	16460.5631	9505.2	9097.2	16457.96	39096	72715.5417	9668.3399	11796.1664	5459.534	12420.0697	19860.8399	39135.52	41059.16	16966.68
PWY0-1338	polymyxin resistance	0	0	0	0	0	0	0	0	0	0	0	3.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1415	superpathway of heme biosynthesis from uroporphyrinogen-III	0	0	0	0	0	0	0	0	0	0	0	10.7985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1479	tRNA processing	13331.5927	43298	12327.6666	52501	46386	12253.8837	22156	23605	16457	20156	9942.1433	53096.1598	87317	28121	24800	29017.6667	12696.6522	27679	21110	61332	31846.9949	6511	31683.6297	64741	13884	26822.8805	11020.6666	17930.7361	18371	54180	34429	71012	26339	11269.0939	12787	19645.2575	4476	139566	22410.6667	114676	13958	132320	10462	43058	30753	13654.9793	7921	7581	13714.6667	32580	60309.0116	7927.7564	9627.9167	4165.2029	10080.4226	16547.9989	32612.3333	34215.6667	14137.9999
PWY0-1533	methylphosphonate degradation I	0	0	0	0	0	0	0	0	0	0	0	4.4308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1586	peptidoglycan maturation (meso-diaminopimelate containing)	0	0	0	0	0	0	0	0	0	0	0	7.1998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-162	superpathway of pyrimidine ribonucleotides de novo biosynthesis	16545.0518	51957.6	14793.56	63001.2	55663.2	15249.4217	26587.2	28326	19748.4	24187.2	12337.4619	63832.3782	104780.4	33745.2	29760	34821.56	15469.8967	33214.8	25332	73598.4	38226.1196	7813.2	38180.6452	77689.2	16660.8	32356.1305	13225.16	22456.3316	22045.2	65016	41314.8	85214.4	31606.8	13724.9887	15344.4	23916.7493	5371.2	167479.2	26893.16	137611.2	16749.6	158784	12554.4	51669.6	36903.6	16460.5424	9505.2	9097.2	16457.96	39096	72715.4419	9668.1919	11795.872	5457.5226	12419.5787	19860.8399	39135.52	41059.16	16966.68
PWY0-166	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	14185.4427	45576.8421	12976.5928	55264.2105	48827.3684	13050.1681	23322.1053	24847.3684	17323.1579	21216.8421	10578.5951	55923.9169	91912.6316	29601.0526	26105.2632	30545.0138	13430.4765	29135.7895	22221.0526	64560	33525.8962	6853.6842	33396.3348	68148.4211	14614.7368	28282.0982	11600.8033	19134.7205	19337.8947	57031.5789	36241.0526	74749.4737	27725.2632	11918.8672	13460	20775.257	4711.5789	146911.5789	23590.277	120711.5789	14692.6316	139284.2105	11012.6316	45324.2105	32371.5789	14394.6615	8337.8947	7980	14436.5928	34294.7368	63580.2131	8388.4129	10202.4407	4509.0412	10701.1178	17419.8606	34328.975	36016.5928	14882.4099
PWY0-321	phenylacetate degradation I (aerobic)	0	0	0	0	0	0	0	0	0	0	0	5.8791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-41	allantoin degradation IV (anaerobic)	0	0	0	0	0	0	0	0	0	0	0	4.9845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-42	2-methylcitrate cycle I	12424	43298	12327	52501	46386	11358	22156	23605	16457	20156	9267	52880.6	87317	28121	24800	29017	12285	27679	21110	61332	31829	6511	31391	64741	13884	26516	11020	16416	18371	54180	34429	71012	26339	10913	12787	19041	4476	139566	22410	114676	13958	132320	10462	43058	30753	13519	7921	7581	13714	32580	59681	7656	9209	3517	9532	16542	32611	34215	14136
PWY0-781	aspartate superpathway	0	0	0	0	0	0	0	0	0	0	0	60.4831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-845	superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	0	0	0	0	0	0	0	0	0	0	0	16.797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-862	(5Z)-dodec-5-enoate biosynthesis	21738.1225	70212.973	19990.878	85136.7568	75220.5405	19991.2455	35928.6486	38278.3784	26687.027	32685.4054	16211.0989	86123.3124	141595.1351	45601.6216	40216.2162	47055.7429	20636.3111	44884.8649	34232.4324	99457.2973	51645.5936	10558.3784	51409.4572	104985.4054	22514.5946	43528.9321	17871.4185	29288.9414	29790.8108	87859.4595	55830.8108	115154.5946	42711.8919	18314.8581	20735.6757	31925.9304	7258.3784	226323.2432	36341.6888	185961.0811	22634.5946	214572.973	16965.4054	69823.7838	49869.7297	22157.4688	12844.8649	12293.5135	22240.0672	52832.4324	97864.3704	12887.1709	15662.9299	6873.4095	16415.0337	26835.1984	52884.9992	55484.9321	22926.688
PWY4FS-7	phosphatidylglycerol biosynthesis I (plastidic)	15532.4161	48710.25	13868.9766	59063.625	52184.25	14317.6724	24925.5	26555.625	18514.125	22675.5	11582.3073	59848.3259	98231.625	31636.125	27900	32645.2266	14512.1791	31138.875	23748.75	68998.5	35837.367	7324.875	35800.6191	72833.625	15619.5	30340.4649	12398.6016	21089.62	20667.375	60952.5	38732.625	79888.5	29631.375	12875.0821	14385.375	22435.3483	5035.5	157011.75	25212.3516	129010.5	15702.75	148860	11769.75	48440.25	34597.125	15434.6728	8911.125	8528.625	15429.3516	36652.5	68184.1958	9069.9896	11068.1159	5134.4232	11656.0039	18619.664	36689.5781	38492.9766	15906.3047
PWY4FS-8	phosphatidylglycerol biosynthesis II (non-plastidic)	15532.4161	48710.25	13868.9766	59063.625	52184.25	14317.6724	24925.5	26555.625	18514.125	22675.5	11582.3073	59848.3259	98231.625	31636.125	27900	32645.2266	14512.1791	31138.875	23748.75	68998.5	35837.367	7324.875	35800.6191	72833.625	15619.5	30340.4649	12398.6016	21089.62	20667.375	60952.5	38732.625	79888.5	29631.375	12875.0821	14385.375	22435.3483	5035.5	157011.75	25212.3516	129010.5	15702.75	148860	11769.75	48440.25	34597.125	15434.6728	8911.125	8528.625	15429.3516	36652.5	68184.1958	9069.9896	11068.1159	5134.4232	11656.0039	18619.664	36689.5781	38492.9766	15906.3047
PYRIDNUCSAL-PWY	NAD salvage pathway I	4288.4246	0	3.999	0	0	4168.3313	0	0	0	0	3191.7765	1286.585	0	0	0	3.9996	2187.4186	0	0	0	107.726	0	1693.2938	0	0	1760.8176	3.9989	6812.8505	0	0	0	0	0	1897.6813	0	3229.7526	0	0	3.9995	0	0	0	0	0	0	784.6601	0	0	3.9991	0	3617.585	1434.6915	2142.6997	2418.4384	2705.913	35.9414	7.9985	3.9996	11.9924
PYRIDNUCSYN-PWY	NAD biosynthesis I (from aspartate)	5016.0811	0	4.9984	0	0	4862.1596	0	0	0	0	3733.7206	1598.6261	0	0	0	4.9993	2628.6431	0	0	0	134.5439	0	2089.2237	0	0	2166.2927	4.9982	7903.8403	0	0	0	0	0	2282.2894	0	3887.5501	0	0	4.9991	0	0	0	0	0	0	967.2098	0	0	4.9985	0	4456.5571	1721.0282	2549.435	2769.2448	3192.7846	44.9023	9.9975	4.9994	14.9873
PYRIDOXSYN-PWY	pyridoxal 5'-phosphate biosynthesis I	12639.1125	43298	12327.1667	52501	46386	11569.4614	22156	23605	16457	20156	9427.041	52934.3257	87317	28121	24800	29017.1667	12385.3901	27679	21110	61332	31833.4968	6511	31463.6495	64741	13884	26592.0599	11020.1667	16770.1738	18371	54180	34429	71012	26339	10999.8969	12787	19188.5525	4476	139566	22410.1667	114676	13958	132320	10462	43058	30753	13552.7403	7921	7581	13714.1667	32580	59836.7735	7722.1773	9310.274	3659.3709	9663.4341	16543.4993	32611.3333	34215.1667	14136.4999
REDCITCYC	TCA cycle VIII (helicobacter)	16745.0719	55106.5455	15689.6033	66819.4545	59036.7273	15375.3502	28198.5455	30042.7273	20945.2727	25653.0909	12488.2145	67527.0847	111130.7273	35790.3636	31563.6364	36931.4215	16061.5214	35227.8182	26867.2727	78058.9091	40528.3729	8286.7273	40256.388	82397.6364	17670.5455	34066.5269	14026.1487	22444.3936	23381.2727	68956.3636	43818.7273	90378.9091	33522.3636	14257.8943	16274.3636	24859.6171	5696.7273	177629.4545	28522.5124	145951.2727	17764.7273	168407.2727	13315.2727	54801.0909	39140.1818	17347.3398	10081.2727	9648.5455	17454.876	41465.4545	76610.3501	10025.1714	12153.1943	5129.2844	12696.8089	21059.7009	41506.2975	43547.0578	17993.3552
RHAMCAT-PWY	L-rhamnose degradation I	0	0	0	0	0	0	0	0	0	0	0	4.7999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RIBOSYN2-PWY	flavin biosynthesis I (bacteria and plants)	14058.7044	44031.8644	12536.9405	53390.8475	47172.2034	12960.4765	22531.5254	24005.0847	16735.9322	20497.6271	10483.3462	54103.541	88796.9492	28597.6271	25220.339	29509.8219	13126.3196	28148.1356	21467.7966	62371.5254	32395.6994	6621.3559	32367.6987	65838.3051	14119.322	27432.247	11207.788	19094.7181	18682.3729	55098.3051	35012.5424	72215.5932	26785.4237	11645.3782	13003.7288	20292.2174	4551.8644	141931.5254	22790.8388	116619.661	14194.5763	134562.7119	10639.322	43787.7966	31274.2373	13954.8304	8055.2542	7709.4915	13947.449	33132.2034	61647.3686	8204.1273	10013.2579	4655.3363	10547.3106	16831.4478	33165.7455	34795.9236	14378.6182
SALVADEHYPOX-PWY	adenosine nucleotides degradation II	17886.0539	61854.2857	17610.102	75001.4286	66265.7143	16361.3114	31651.4286	33721.4286	23510	28794.2857	13340.8452	75578.8904	124738.5714	40172.8571	35428.5714	41452.9592	17612.7078	39541.4286	30157.1429	87617.1429	45472.7541	9301.4286	44889.0164	92487.1429	19834.2857	37926.894	15742.9592	23680.2595	26244.2857	77400	49184.2857	101445.7143	37627.1429	15644.2513	18267.1429	27293.4996	6394.2857	199380	32014.3878	163822.8571	19940	189028.5714	14945.7143	61511.4286	43932.8571	19333.6404	11315.7143	10830	19591.5306	46542.8571	85354.5514	10978.5284	13219.4202	5120.9552	13700.4008	23632.3467	46587.3469	48878.6735	20194.5918
SER-GLYSYN-PWY	superpathway of L-serine and glycine biosynthesis I	15693.0882	49483.4286	14089.0612	60001.1429	53012.5714	14459.5923	25321.1429	26977.1429	18808	23035.4286	11702.2877	60778.4435	99790.8571	32138.2857	28342.8571	33163.3469	14705.3577	31633.1429	24125.7143	70093.7143	36404.6523	7441.1429	36343.2135	73989.7143	15867.4286	30795.0669	12595.3469	21277.8133	20995.4286	61920	39347.4286	81156.5714	30101.7143	13047.3258	14613.7143	22737.014	5115.4286	159504	25612.4898	131058.2857	15952	151222.8571	11956.5714	49209.1429	35146.2857	15667.7289	9052.5714	8664	15674.2041	37234.2857	69211.3157	9189.3591	11205.4283	5146.281	11790.0656	18914.6937	37271.8367	39103.9184	16158.6122
SO4ASSIM-PWY	sulfate reduction I (assimilatory)	15323.6654	53289.8462	15171.716	64616.6154	57090.4615	14011.2742	27268.9231	29052.3077	20254.7692	24807.3846	11429.7798	65092.6668	107467.0769	34610.4615	30523.0769	35713.2544	15134.6906	34066.4615	25981.5385	75485.5385	39174.7928	8013.5385	38645.4811	79681.2308	17088	32645.9915	13563.1006	20258.8597	22610.4615	66683.0769	42374.1538	87399.3846	32417.2308	13444.0908	15737.8462	23456.6351	5508.9231	171773.5385	27581.5621	141139.6923	17179.0769	162855.3846	12876.3077	52994.4615	37849.8462	16643.6044	9748.9231	9330.4615	16878.7929	40098.4615	73475.8709	9432.4704	11349.1314	4352.3001	11751.3368	20359.5976	40136.6627	42110.7929	17398.2248
SULFATE-CYS-PWY	superpathway of sulfate assimilation and cysteine biosynthesis	16363.8559	55013.9294	15662.9759	66707.1529	58937.5059	15000.9214	28151.1529	29992.2353	20910.0706	25609.9765	12204.5825	67330.1806	110943.9529	35730.2118	31510.5882	36869.0936	15874.6766	35168.6118	26822.1176	77927.7176	40453.2854	8272.8	40075.2708	82259.1529	17640.8471	33890.2689	14002.3171	21817.0534	23341.9765	68840.4706	43745.0824	90227.0118	33466.0235	14095.6618	16247.0118	24583.2177	5687.1529	177330.9176	28474.3171	145705.9765	17734.8706	168124.2353	13292.8941	54708.9882	39074.4	17265.4596	10064.3294	9632.3294	17425.2818	41395.7647	76238.078	9902.7836	11969.9936	4868.2025	12462.2532	21021.9821	41436.0224	43473.6112	17962.3394
TCA	TCA cycle I (prokaryotic)	17994.5452	57730.6667	16437.037	70001.3333	61848	16556.1614	29541.3333	31473.3333	21942.6667	26874.6667	13419.1319	70843.2757	116422.6667	37494.6667	33066.6667	38690.3704	17023.9442	36905.3333	28146.6667	81776	42466.6614	8681.3333	42310.5767	86321.3333	18512	35832.9589	14694.3703	24281.0581	24494.6667	72240	45905.3333	94682.6667	35118.6667	15107.6195	17049.3333	26332.9541	5968	186088	29881.037	152901.3333	18610.6667	176426.6667	13949.3333	57410.6667	41004	18237.2119	10561.3333	10108	18286.3704	43440	80553.29	10633.2479	12935.2931	5729.6036	13570.695	22065.3322	43483.4074	45621.037	18851.111
TCA-GLYOX-BYPASS	superpathway of glyoxylate bypass and TCA	15654.8283	51957.6	14792.96	63001.2	55663.2	14364.7465	26587.2	28326	19748.4	24187.2	11675.3903	63638.2913	104780.4	33745.2	29760	34820.96	15084.3464	33214.8	25332	73598.4	38209.9132	7813.2	37914.3234	77689.2	16660.8	32076.0877	13224.56	20937.3056	22045.2	65016	41314.8	85214.4	31606.8	13391.8192	15344.4	23351.9896	5371.2	167479.2	26892.56	137611.2	16749.6	158784	12554.4	51669.6	36903.6	16336.679	9505.2	9097.2	16457.36	39096	72143.0697	9413.0701	11397.9524	4736.362	11891.2585	19855.4385	39134.32	41058.56	16964.8798
THISYN-PWY	superpathway of thiamin diphosphate biosynthesis I	0	0	0	0	0	0	0	0	0	0	0	53.9516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THRESYN-PWY	superpathway of L-threonine biosynthesis	13837	43298	12328	52501	46386	12757	22156	23605	16457	20156	10318	53206.3999	87317	28121	24800	29018	12913	27679	21110	61332	31856	6511	31832	64741	13884	26979	11021	18798	18371	54180	34429	71012	26339	11456	12787	19962	4476	139566	22411	114676	13958	132320	10462	43058	30753	13724	7921	7581	13715	32580	60628	8071	9852	4588	10379	16551	32613	34216	14139
TRNA-CHARGING-PWY	tRNA charging	15049.4309	47855.6842	13625.5242	58027.4211	51268.7368	13856.7175	24488.2105	26089.7368	18189.3158	22277.6842	11222.582	58753.2342	96508.2632	31081.1053	27410.5263	32072.3663	14168.1478	30592.5789	23332.1053	67788	35204.9413	7196.3684	35111.4787	71555.8421	15345.4737	29743.9012	12180.9453	20357.0915	20304.7895	59883.1579	38053.1053	78486.9474	29111.5263	12571.9547	14133	21910.857	4947.1579	154257.1579	24769.8927	126747.1579	15427.2632	146248.4211	11563.2632	47590.4211	33990.1579	15135.4809	8754.7895	8379	15158.5242	36009.4737	66856.6786	8851.6325	10781.1016	4864.2788	11327.5319	18291.7702	36045.6274	37817.5242	15626.8358
TRPSYN-PWY	L-tryptophan biosynthesis	15374.4444	48108.8889	13697.7778	58334.4444	51540	14174.4444	24617.7778	26227.7778	18285.5556	22395.5556	11464.4444	59116.2222	97018.8889	31245.5556	27555.5556	32242.2222	14347.7778	30754.4444	23455.5556	68146.6667	35395.5556	7234.4444	35368.8889	71934.4444	15426.6667	29976.6667	12245.5556	20886.6667	20412.2222	60200	38254.4444	78902.2222	29265.5556	12728.8889	14207.7778	22180	4973.3333	155073.3333	24901.1111	127417.7778	15508.8889	147022.2222	11624.4444	47842.2222	34170	15248.8889	8801.1111	8423.3333	15238.8889	36200	67364.4444	8967.7778	10946.6667	5097.7778	11532.2222	18390	36236.6667	38017.7778	15710
TYRFUMCAT-PWY	L-tyrosine degradation I	12424	43298	12327	52501	46386	11358	22156	23605	16457	20156	9267	52877.72	87317	28121	24800	29017	12285	27679	21110	61332	31829	6511	31391	64741	13884	26516	11020	16416	18371	54180	34429	71012	26339	10913	12787	19041	4476	139566	22410	114676	13958	132320	10462	43058	30753	13519	7921	7581	13714	32580	59681	7656	9209	3517	9532	16542	32611	34215	14136
UBISYN-PWY	superpathway of ubiquinol-8 biosynthesis (prokaryotic)	14286.4721	47234.1818	13448.1818	57273.8182	50602.9091	13113.3789	24170.1818	25750.9091	17953.0909	21988.3636	10654.7528	57864.1639	95254.9091	30677.4545	27054.5455	31655.4545	13736.6022	30195.2727	23029.0909	66907.6364	34737.2671	7102.9091	34483.7474	70626.5455	15146.1818	29177.1038	12022.3636	19127.7055	20041.0909	59105.4545	37558.9091	77467.6364	28733.4545	12194.7363	13949.4545	21263.5789	4882.9091	152253.8182	24447.8182	125101.0909	15226.9091	144349.0909	11413.0909	46972.3636	33548.7273	14859.0533	8641.0909	8270.1818	14961.2727	35541.8182	65619.3946	8572.9331	10386.1522	4350.621	10842.676	18050.7261	35576.7272	37326	15422.7271
UDPNAGSYN-PWY	UDP-N-acetyl-D-glucosamine biosynthesis I	17066.6775	54122.5	15409.8437	65626.25	57982.5	15718.2811	27695	29506.25	20571.25	25195	12726.7593	66454.444	109146.25	35151.25	31000	36272.3437	16041.3022	34598.75	26387.5	76665	39815.7799	8138.75	39720.7339	80926.25	17355	33650.9377	13776.0937	23106.7444	22963.75	67725	43036.25	88765	32923.75	14233.6209	15983.75	24806.0601	5595	174457.5	28013.5937	143345	17447.5	165400	13077.5	53822.5	38441.25	17122.7883	9901.25	9476.25	17143.5937	40725	75636.1594	10022.6314	12212.0106	5551.6019	12837.2283	20687.3435	40765.9375	42769.8437	17673.2812
VALSYN-PWY	L-valine biosynthesis	16959.9579	53289.8462	15172.8757	64616.6154	57090.4615	15631.1676	27268.9231	29052.3077	20254.7692	24807.3846	12646.8711	65467.3755	107467.0769	34610.4615	30523.0769	35714.4142	15862.5127	34066.4615	25981.5385	75485.5385	39206.106	8013.5385	39156.8361	79681.2308	17088	33182.8309	13564.2604	23016.2385	22610.4615	66683.0769	42374.1538	87399.3846	32417.2308	14073.4133	15737.8462	24524.0692	5508.9231	171773.5385	27582.7219	141139.6923	17179.0769	162855.3846	12876.3077	52994.4615	37849.8462	16881.3054	9748.9231	9330.4615	16879.9527	40098.4615	74573.923	9913.4159	12094.1552	5589.9493	12732.4899	20370.0354	40138.9822	42111.9527	17401.7041
