pathway	description	X16S_1_10_S10_L001	X16S_1_11_S11_L001	X16S_1_12_S12_L001	X16S_1_13_S13_L001	X16S_1_14_S14_L001	X16S_1_15_S15_L001	X16S_1_16_S16_L001	X16S_1_17_S17_L001	X16S_1_18_S18_L001	X16S_1_19_S19_L001	X16S_1_1_S1_L001	X16S_1_20_S20_L001	X16S_1_21_S21_L001	X16S_1_22_S22_L001	X16S_1_23_S23_L001	X16S_1_24_S24_L001	X16S_1_25_S25_L001	X16S_1_26_S26_L001	X16S_1_27_S27_L001	X16S_1_28_S28_L001	X16S_1_29_S29_L001	X16S_1_2_S2_L001	X16S_1_30_S30_L001	X16S_1_31_S31_L001	X16S_1_32_S32_L001	X16S_1_33_S33_L001	X16S_1_34_S34_L001	X16S_1_35_S35_L001	X16S_1_36_S36_L001	X16S_1_37_S37_L001	X16S_1_38_S38_L001	X16S_1_39_S39_L001	X16S_1_3_S3_L001	X16S_1_40_S40_L001	X16S_1_41_S41_L001	X16S_1_42_S42_L001	X16S_1_43_S43_L001	X16S_1_44_S44_L001	X16S_1_45_S45_L001	X16S_1_46_S46_L001	X16S_1_47_S47_L001	X16S_1_48_S48_L001	X16S_1_49_S49_L001	X16S_1_4_S4_L001	X16S_1_50_S50_L001	X16S_1_51_S51_L001	X16S_1_52_S52_L001	X16S_1_53_S53_L001	X16S_1_54_S54_L001	X16S_1_55_S55_L001	X16S_1_56_S56_L001	X16S_1_57_S57_L001	X16S_1_58_S58_L001	X16S_1_59_S59_L001	X16S_1_5_S5_L001	X16S_1_6_S6_L001	X16S_1_7_S7_L001	X16S_1_8_S8_L001	X16S_1_9_S9_L001
FAO-PWY	fatty acid and beta-oxidation I	178634.8582	96800.3239	18325.5626	84263.752	66983.3177	198607.4741	21912.9476	58054.5798	34496.8383	23827.6109	80287.6691	254799.5215	118845.6777	45103.812	54617.4163	85230.7194	102998.739	37012.7262	20351.2659	188789.8319	35480.8415	12661.5194	98433.3267	88029.5838	10806.5258	355439.8987	10728.3621	204110.3508	231068.0356	261745.2808	85547.327	175241.8287	39641.2217	115287.9143	55716.8199	128617.3906	30896.0536	174018.6777	42929.4592	217407.9165	165414.009	225759.1139	49967.3625	66891.1477	166902.4617	138453.4627	24588.5913	38602.7059	32961.3896	332826.9104	373941.2627	104278.6734	82327.3418	68392.5682	97324.1391	36992.4899	86616.0012	42775.6158	52455.8156
FASYN-ELONG-PWY	fatty acid elongation -- saturated	185803.5361	166746.0409	25668.0987	144652.5139	115496.86	213593.5389	52235.8318	111835.9244	56294.8799	49171.406	94562.4249	240309.5379	232180.0164	92426.3891	99097.8371	146540.4921	87658.4825	77398.1091	44545.7432	346985.2729	85143.4317	45284.2374	118903.7655	193836.3615	42534.3227	368835.7412	47075.0648	242602.8458	202730.752	489724.3722	168016.6271	332657.725	67520.3209	122594.9007	136059.5212	142701.3281	77854.8373	329576.8902	112613.4919	394711.7969	183814.2191	413471.276	107566.5095	115584.5835	263991.2483	150705.3566	47203.6447	98147.9955	80251.4361	458449.2048	399067.9519	118085.8674	76279.4992	72186.4787	107968.2814	53297.5819	120514.9195	71086.9104	86164.0192
FASYN-INITIAL-PWY	superpathway of fatty acid biosynthesis initiation E. coli	73444.1847	28203.6728	5095.337	24342.4348	29313.3698	59196.2816	6494.5769	13251.0603	13701.8129	4912.7566	28082.5863	86677.4518	73605.6311	19135.0975	32799.4896	27823.8728	22603.6322	15287.7844	7763.4419	96426.3896	16818.7943	10569.5171	35311.2521	26346.0777	10441.8747	115323.7631	7620.5705	76055.2909	67953.1596	128477.6941	37009.0392	89544.397	13944.9896	53877.5153	29983.5459	33888.1709	20316.5457	47305.9691	24841.2418	101756.826	66058.5321	112763.8028	24736.4805	18227.3077	88138.0331	55482.0159	10966.5965	12188.7029	28636.793	178263.0226	153837.6054	60691.1454	36969.1731	30317.1783	40378.1748	10983.812	48120.9951	12626.2071	25796.757
FERMENTATION-PWY	mixed acid fermentation	61872.2834	21651.0873	1990.5132	39900.3506	16652.2474	81559.7721	9439.9113	38865.825	6281.4323	6680.1497	24884.3499	74741.8018	32408.1987	26479.2213	37466.1964	44165.6343	20746.9009	17454.3412	16226.8301	156348.5767	34100.3306	18540.8033	32067.8379	63780.29	17044.3629	134213.2322	12653.2093	70867.2046	105473.533	143056.8197	83122.5936	125812.712	6519.0795	44070.1547	72582.7769	43293.5321	37368.8626	75052.1952	58451.396	89558.4634	70624.2023	242857.5069	51876.258	36418.6192	114749.1161	50548.426	20760.563	46368.9595	38160.5679	294547.7794	180119.1333	42360.2241	31309.7421	27974.8711	32151.2396	8563.9689	28339.8379	13843.73	14610.3618
FOLSYN-PWY	superpathway of tetrahydrofolate biosynthesis and salvage	116298.4599	68730.9008	8994.7216	64500.0023	57991.5764	129133.7148	18228.7142	55412.0803	29151.4148	15073.2922	53898.6936	158776.1818	117404.8622	44108.6748	63738.7658	74983.3607	55910.7671	35032.7162	22260.1476	213132.332	46241.2498	26874.171	69397.3158	88825.982	24335.698	235795.2996	24475.2684	143979.1653	173594.8292	240402.3502	104491.3146	176375.6209	31362.5094	79801.3043	79458.0295	79107.1232	46765.5345	153344.1943	66299.8862	196238.6232	115926.0904	258305.4638	65055.636	60118.1843	156527.3715	88656.3225	26331.5741	52900.9808	49681.6233	356165.485	269931.1565	70554.6845	54809.1264	47503.7496	63240.0912	25740.261	67231.9939	30765.4493	47177.4898
FUC-RHAMCAT-PWY	superpathway of fucose and rhamnose degradation	317.8342	77.8968	0	372.8232	156.0163	439.7586	0	29.1164	139.6549	8.7505	0	435.9303	378.2349	126.1225	1750.6604	588.0821	250.2665	236.164	186.6984	1454.1815	305.7925	560.4046	1058.5834	494.0439	109.7307	601.9311	102.9939	501.6202	533.6734	1313.084	3479.4582	3197.5085	95.6588	182.2696	2435.0629	170.6438	1115.3521	791.6028	1511.9238	832.2902	429.0145	3747.0934	702.3706	80.679	1975.9039	265.391	173.3583	7.4869	296.967	18519.0611	677.7987	223.8467	25.8394	21.8079	62.4172	184.4654	34.2083	113.9245	185.1737
FUCCAT-PWY	fucose degradation	1047.6539	610.3753	0	942.3141	475.3607	1136.9253	152.25	627.3376	194.7506	114.47	784.3174	1092.7529	1413.8447	191.3264	1069.0643	1626.6338	572.9859	336.3988	414.462	727.6218	1423.5821	1053.0632	1299.1277	750.809	686.0085	2293.6132	100.7984	2040.3865	610.356	2610.3934	5102.1315	4792.6965	499.7084	778.0371	2989.1781	364.0254	1043.4589	6475.7476	1126.8677	2402.6619	1573.3808	2946.9045	1154.7447	1446.0338	2291.4006	897.0291	387.9585	890.2738	207.7574	23115.4143	2908.2343	978.1489	162.0123	1287.1755	275.404	308.1799	2020.1053	489.0432	593.1895
GALACT-GLUCUROCAT-PWY	superpathway of hexuronide and hexuronate degradation	19771.7975	6975.4009	1662.2106	4987.2218	3842.4577	28871.002	1484.8136	3892.3629	1931.3657	762.9176	10558.6699	28373.3133	8081.8481	2695.3939	3593.3563	4291.798	10312.0663	3326.1301	1735.3073	20510.9155	4232.0448	3637.7846	14561.7879	4123.197	2773.8624	55582.6748	950.2959	31715.0279	22293.5043	17474.9693	14738.7425	16291.7514	1830.5574	12940.4814	9045.925	12277.9662	5429.0747	15840.9618	6122.5143	15712.9436	27036.501	24683.1003	5758.8718	5761.9308	19779.4942	16553.1287	2898.4211	3348.3962	3407.3198	55777.0044	47093.0354	13591.5615	12379.9863	8609.7579	10699.3148	2048.8902	8167.6132	2297.6842	3365.7926
GALACTARDEG-PWY	D-galactarate degradation I	3630.605	2241.5913	173.7522	4484.2767	3036.1486	3480.0786	1142.9646	2228.0136	933.1517	676.4702	1620.9646	4931.0474	6043.4304	1775.2388	1128.4832	5036.081	1977.2513	1706.0137	1302.0089	21678.8216	4562.6166	549.5837	2215.4546	5838.1373	294.8706	10148.5328	994.7336	4855.025	4062.5367	12242.2456	6777.8236	7647.9803	1605.3763	1680.7123	4375.0836	1745.7123	785.3643	9244.7282	2204.1504	10087.0624	3954.2036	23693.9548	595.6167	4883.0849	9396.3034	2507.7862	1263.059	2543.7921	1241.6265	5307.0998	7506.689	3154.7462	1403.1391	1834.9595	3063.92	1026.3394	4187.9963	2294.6028	3383.7575
GALACTUROCAT-PWY	D-galacturonate degradation I	25454.8703	10067.6793	1965.8544	10686.9915	7847.5487	32163.5561	2740.1997	12172.0543	3057.4223	1460.0395	12411.962	35951.0448	13441.5533	5072.795	6821.2862	10951.6105	10565.8824	5026.8128	2845.8257	42512.8668	5450.0006	4844.4573	16265.5667	10005.1811	3705.2773	75687.7908	1361.6103	43300.1401	34285.5917	37919.2822	18943.6827	31013.732	3375.3107	15183.9748	13089.9651	15117.9414	8496.1773	31020.3501	11237.5994	27466.0233	36131.4824	50052.3155	14370.0337	11962.6772	34193.7988	23613.8388	4987.6893	6368.7472	8726.6865	92661.2049	59803.3868	22136.4688	16575.8367	13201.6815	14901.2643	3998.2457	13476.9988	4428.3929	7542.3549
GALLATE-DEGRADATION-I-PWY	gallate degradation II	1003.7891	1512.859	414.3228	136.0392	1.9993	1705.8858	0	254.9241	157.5458	61.0546	673.1515	9127.4154	0	31.5993	23.835	251.1772	407.4281	50.6274	313.6745	5255.4661	232.3535	0	1285.5492	1031.6885	259.328	4711.3825	122.9342	3694.2604	934.724	251.8049	726.8386	347.5523	44.8613	490.5848	715.2822	1496.7494	2508.1658	521.0143	2781.107	818.5771	2155.4359	8573.8571	552.0658	263.6027	2316.2521	1490.941	86.0133	156.6508	525.0686	16338.7807	2736.9738	1683.9276	1016.5654	431.7503	890.4022	166.1739	43.7326	1.9974	1.9989
GALLATE-DEGRADATION-II-PWY	gallate degradation I	41.9324	1512.859	414.3228	136.0392	1.9993	1.9999	0	1.9986	157.5458	23.3133	0	9127.4154	0	31.5993	0	150.8613	0	50.6274	135.6846	3.9994	13.9166	0	0	1031.6885	0	195.4638	0	61.9182	1.9999	251.8049	0	83.4117	44.8613	158.8221	0	25.9735	0	81.7344	0	818.5771	766.619	0	0	263.6027	991.2034	0	25.8238	1.9992	0	1631.7405	477.8211	823.6048	45.889	0	0	166.1739	0	0	0
GLCMANNANAUT-PWY	superpathway of N-acetylglucosamine  N-acetylmannosamine and N-acetylneuraminate degradation	6631.2277	6811.0417	714.7288	7170.7175	6318.5083	14792.8625	1938.4574	4163.6301	1943.4615	1215.0621	6038.7325	8448.2693	7914.3321	3417.0701	8993.0454	9028.2359	3111.2504	3067.8087	2154.6568	20792.0034	3365.996	2425.201	4234.7306	9389.7963	1093.6615	27176.0425	899.5453	16019.9901	11581.8817	25427.1627	15780.2653	23313.0498	2480.4891	5739.284	10916.0187	5419.2622	5532.0463	24270.261	8430.1588	21746.7371	10346.9895	33531.3253	9861.4564	8418.5645	19017.8416	6410.1232	2018.5724	4949.6198	4273.1991	43633.1311	21218.6681	5239.4991	2121.1243	3844.2743	2561.3756	2278.6716	4122.165	3293.7795	5739.7204
GLUCARDEG-PWY	D-glucarate degradation I	4395.5985	4200.6673	437.4655	4484.2767	3076.1322	7547.1755	1142.9646	2318.2906	1592.3898	760.7713	2330.9826	6471.2369	6043.4304	2291.4407	2418.2136	6118.5894	3086.0125	1706.0137	2093.0574	24924.2128	5267.8288	555.2033	4029.3173	5838.1373	295.7836	19034.1682	1218.739	6011.039	5037.6086	20852.4106	7552.5417	9951.4433	1605.3763	2049.8075	4529.3458	2799.6934	791.2816	17867.5124	2253.6626	10087.0624	5270.9927	25355.7162	599.8823	6061.7368	10506.7016	3997.652	2050.8269	4500.7901	1247.8944	5388.7337	8207.0403	3935.3166	1579.4589	2590.8621	3473.0778	1142.7212	4556.7193	2294.6028	3383.7575
GLUCARGALACTSUPER-PWY	superpathway of D-glucarate and D-galactarate degradation	3630.605	2241.5913	173.7522	4484.2767	3036.1486	3480.0786	1142.9646	2228.0136	933.1517	676.4702	1620.9646	4931.0474	6043.4304	1775.2388	1128.4832	5036.081	1977.2513	1706.0137	1302.0089	21678.8216	4562.6166	549.5837	2215.4546	5838.1373	294.8706	10148.5328	994.7336	4855.025	4062.5367	12242.2456	6777.8236	7647.9803	1605.3763	1680.7123	4375.0836	1745.7123	785.3643	9244.7282	2204.1504	10087.0624	3954.2036	23693.9548	595.6167	4883.0849	9396.3034	2507.7862	1263.059	2543.7921	1241.6265	5307.0998	7506.689	3154.7462	1403.1391	1834.9595	3063.92	1026.3394	4187.9963	2294.6028	3383.7575
GLUCONEO-PWY	gluconeogenesis I	133971.9214	140880.3854	28688.6674	141024.9268	81836.1671	172885.0689	46721.0598	90718.2856	38184.3635	43928.5627	62130.1714	207188.3157	139956.8243	65445.8843	65786.6002	118297.1224	74074.5873	62923.1038	33844.8177	241744.2211	63110.5728	24432.2046	76599.4071	151561.4842	20451.9575	293335.4487	28371.6864	159740.486	179023.3515	326201.7145	120858.1369	206796.2172	57878.8213	84152.361	95707.7112	93072.4752	45342.5772	259558.6896	70536.5925	261067.2306	131698.2386	283951.7631	61616.0544	92139.383	179195.9064	104274.8136	31584.2964	68887.3073	48264.2264	368171.6301	303722.0673	78652.5926	62478.5144	57794.4254	72026.9051	39688.682	82959.4873	69090.0564	60883.05
GLUCOSE1PMETAB-PWY	glucose and glucose-1-phosphate degradation	10167.2216	1173.1357	173.6417	819.2131	491.5447	29360.4045	409.6126	1268.3343	497.4239	683.1603	2605.0326	8567.5801	1041.9265	2068.6856	2921.3319	3165.8094	2275.6882	2018.7166	1887.0522	36488.5225	6974.5167	7423.5593	2890.2013	2130.5773	7251.7326	25629.5993	1577.0533	10208.2193	93014.5065	9083.9298	21367.1359	11036.6073	403.5963	2254.3661	21285.9484	8897.5547	14388.9885	5382.6898	19599.0059	5478.9939	13381.3428	80451.0815	24264.5607	1236.3907	19139.1522	9002.8583	3393.2525	4826.2048	20979.3548	152072.5852	38142.9826	4871.2113	13164.994	13536.418	4850.3575	29.9917	852.0311	448.9146	1691.949
GLUCUROCAT-PWY	superpathway of and beta-D-glucuronide and D-glucuronate degradation	23005.4889	8779.6032	2098.4513	5304.3253	3418.3	41154.5879	1377.2213	3024.3635	1950.7039	968.8904	12295.9497	35505.7737	7739.131	2605.825	5045.5562	4309.2858	12826.0833	3471.4395	1932.6964	38257.3735	5015.7975	4671.6021	19582.6851	5560.8861	3614.7155	83367.983	1096.6146	38587.0162	30382.4654	16948.8003	15720.1717	21763.5841	1907.159	15012.5515	12310.9862	20717.4422	8054.3961	19921.7115	9926.2093	17799.438	37298.8159	44766.2619	12878.2415	7495.237	28551.4399	26113.5307	4513.9583	4500.7081	9092.5701	80300.9016	57864.0907	14366.4786	17777.1559	11685.7351	14255.0475	2555.3198	7743.0567	2656.3691	4285.3527
GLUTORN-PWY	L-ornithine biosynthesis	150663.7877	177902.4202	29569.6086	150326.3685	102833.6078	173864.7931	56580.6359	109676.3	52875.1255	57702.462	75548.5498	213221.0317	212659.7244	90291.5717	89266.826	139080.2597	77932.7621	79024.6687	43378.5162	287316.894	76864.8592	34694.2218	94124.3275	200300.7102	31748.5335	300230.1824	25828.08	189131.2027	207904.7912	437490.3743	138013.8368	283105.7331	67228.0494	98983.18	109624.5802	114701.4219	56190.8654	323502.1869	86308.2814	375601.6085	145428.7929	319565.6067	78889.7886	118304.3228	216577.9675	112268.9286	41905.7131	82951.9028	60690.8531	391998.6929	349645.276	87783.1091	61573.8995	54692.0004	83587.8047	49634.1506	104066.2972	72936.1219	77712.9594
GLYCOCAT-PWY	glycogen degradation I bacterial	86173.7588	110434.8295	16614.7408	86071.3269	55575.4874	98589.6054	29158.7276	66070.4883	26527.7282	27422.5995	49513.5574	133050.0016	98324.0143	48936.4663	45983.4082	79583.6209	45840.5051	44453.3286	25559.7099	167901.4636	46945.2204	11029.3724	59060.491	105535.4328	10643.1331	194306.751	14177.2378	121552.1069	102747.0087	228118.635	79404.6733	170758.334	30276.8857	56647.8903	60710.2994	73110.5617	21911.8571	182725.3534	37739.9023	204790.5042	90759.5519	117005.0581	34304.5392	66138.3818	124003.5326	67413.1399	27044.0417	54141.4692	25919.5239	294021.8901	224900.9496	55311.1454	35415.9216	35681.6336	46086.3603	31538.5124	60147.1158	41385.2448	41581.7151
GLYCOGENSYNTH-PWY	glycogen biosynthesis I from ADP-D-Glucose	94660.6818	120777.406	14029.4158	122124.3957	85158.5389	111068.6592	43320.919	94154.2171	40951.4246	43678.3805	54872.4641	144772.2717	156736.5821	72997.4201	73277.7011	116739.7148	49443.3996	61164.9766	35408.7803	241011.5712	65983.8018	30678.4089	65646.8259	161128.8353	28894.6502	232237.7643	19305.8706	138460.6957	126161.4336	359032.6367	122776.3547	236341.7556	54181.1027	65245.7462	100631.0338	80224.4615	49736.6905	271686.9404	80428.851	295086.0741	107238.8444	278770.2038	71306.4492	93192.4989	172919.8614	75876.7278	34374.7147	76446.5779	49183.5933	348543.111	247842.879	62889.591	38453.0275	42457.4609	49051.6529	40701.7656	83825.795	59557.4389	64109.2272
GLYCOL-GLYOXDEG-PWY	superpathway of glycol metabolism and degradation	138.5644	35.7913	0	229.1313	124.4472	185.7447	78.8373	22.0468	71.1116	3.9813	0	214.7107	107.8257	67.5075	2112.1055	298.7113	120.0339	129.4669	98.3475	2429.7048	147.1207	329.0977	616.4092	303.1996	100.1448	207.911	48.707	173.0171	297.0871	1131.8794	1282.9114	1588.6462	68.3877	74.2769	1010.0167	85.967	463.0001	371.4848	2798.9505	439.0326	184.3832	2218.6369	585.376	82.0607	682.1244	103.1502	85.4897	3.3379	206.7318	13901.6382	261.9404	83.4693	11.93	4.994	21.1161	98.9209	15.3054	54.5597	90.1385
GLYCOLYSIS	glycolysis I from glucose 6-phosphate	148580.0412	147436.8209	25326.4449	152695.0139	85371.048	185917.4924	39824.2249	92022.5266	44211.7953	50903.631	69433.699	223768.9502	188073.442	74401.654	85848.5733	129570.1141	80738.2178	62024.1999	35749.5643	282864.9233	71170.2708	30560.1676	89814.7241	162428.5602	25983.0697	323110.1519	25629.8733	181551.9729	203467.7567	362887.9839	141397.1284	250037.3189	57184.5098	95770.4009	112565.5224	102949.4798	53367.028	277868.9628	83172.8708	302527.7085	150299.5447	324877.1381	71269.5935	104297.9861	207336.5705	111627.6612	37192.6731	81597.6008	57612.8547	416096.1076	345177.8371	86717.3442	65510.0004	60981.1095	76573.6256	40963.4549	95924.7193	66828.6838	65973.6565
GLYCOLYSIS-E-D	superpathway of glycolysis and Entner-Doudoroff	122734.4634	81674.364	13364.1142	81781.8161	54239.4073	159174.983	22229.7181	57532.2243	28610.9138	24028.0668	55666.9381	191738.9829	100176.8032	46124.2443	50374.8712	81090.9262	66543.1456	38243.7988	24539.687	193424.0788	44938.3952	22735.2952	74803.348	103804.8488	18820.089	268175.7081	15268.7553	150443.9192	152998.5225	238937.9992	87575.4992	166084.7855	29675.3986	75008.0432	71122.8387	83917.5259	39700.3997	175874.4647	58511.3903	200015.6591	127161.6582	241388.184	57915.2543	66103.5958	152087.5393	94463.2855	24923.2249	49535.2294	43229.1479	362965.4062	292520.2003	73086.2572	58357.6838	51333.0348	65085.208	26897.032	62976.3407	37163.0814	42356.7164
GLYCOLYSIS-TCA-GLYOX-BYPASS	superpathway of glycolysis  pyruvate dehydrogenase  TCA  and glyoxylate bypass	111047.7047	70630.5393	14624.5262	55608.6969	43962.2172	120237.0092	14129.4483	36812.6664	25397.1809	13547.4216	47593.9027	156338.2587	96579.6346	38227.5439	48733.9994	63232.9488	51337.3442	25459.8311	18009.3578	192110.7836	39681.6053	18331.7262	64588.7831	64476.8262	15105.9359	247364.5651	14462.2981	140510.5203	169561.2779	212775.7739	85518.2408	135592.6295	20708.8898	82149.2759	63757.3427	71918.7973	35596.3158	135290.3515	53206.354	157483.3247	119554.3395	231479.6896	50818.495	46485.9651	132186.7034	92125.1012	21308.65	44462.2994	38300.8571	319954.3654	204958.2721	64357.3245	57502.9126	43921.551	60007.7633	23093.7049	64555.7643	24439.3389	36742.0398
GLYOXYLATE-BYPASS	glyoxylate cycle	83817.1053	50883.9589	10845.6812	34174.2114	36429.5682	87777.4665	10076.8611	24835.3426	20337.4934	7210.4594	40618.1408	126426.8361	62238.6017	25282.3809	34856.7605	42811.9418	39598.7707	17893.6416	11434.6971	118436.9124	19937.6631	9041.1058	47470.3734	42506.6195	7448.8037	197666.2957	7287.7459	117302.988	126523.8472	153839.1952	47760.9558	99406.1846	16240.1895	62462.7966	32354.4148	53713.5043	19597.4957	97071.8341	29062.4691	113752.6118	98228.4756	141168.2301	29307.8111	35086.9735	94837.7838	76730.9394	14871.8265	22316.265	20868.19	207870.3265	169501.2797	53602.5941	48868.0802	39616.662	43337.8729	17067.2471	49526.4538	15666.8253	29092.0885
GOLPDLCAT-PWY	superpathway of glycerol degradation to 1 3-propanediol	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95.5274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166.7116	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HCAMHPDEG-PWY	3-phenylpropanoate and 3-3-hydroxyphenylpropanoate degradation to 2-oxopent-4-enoate	3346.8952	2030.856	552.8567	203.6558	11.072	1158.5635	0	3.2953	88.7816	34.4439	110.1861	12305.3871	75.019	421.5316	163.7438	279.6043	711.0138	72.989	203.7443	1372.8397	20.7893	0	169.3394	1461.3131	0	7546.5865	0	1029.385	571.9439	638.7398	1.7996	204.3803	66.8197	6171.8463	100.6949	35.7353	0	122.4138	0	329.7077	1053.4443	0	0	399.7244	1338.1628	2006.4584	110.1097	2.9973	0	520.605	1527.8151	516.8897	406.9166	143.1848	1899.1952	244.3865	424.7017	1.4989	149.1982
HEME-BIOSYNTHESIS-II	heme biosynthesis I aerobic	75000.5462	39349.647	5912.4731	33643.2689	36099.5523	86188.2571	9504.0089	30858.8129	19027.3259	8667.85	34928.0254	104143.8647	74853.1695	23697.5131	32795.0949	36701.2395	33695.1781	18385.8125	10899.753	136217.2057	29436.9414	30215.2885	45188.2375	47957.4329	30977.8367	135484.6574	24942.7	94525.2921	127972.6434	138004.4874	71907.2786	101350.2788	19714.63	49621.0909	68227.6741	60428.6712	47860.5559	73804.0844	71854.2338	114400.8148	78191.8775	217238.3919	71765.8256	26239.6239	97156.5216	62557.8089	13976.3373	45309.6685	48048.6493	241060.6999	176394.0775	47284.3818	39445.2056	32707.7656	44312.4586	16503.4406	45533.6873	17110.5221	28740.0742
HEMESYN2-PWY	heme biosynthesis II anaerobic	129292.8996	114809.9709	16493.1332	108967.7141	80370.0069	157602.1332	37522.2772	88590.3053	41291.809	38997.0323	63490.8511	190593.6492	168279.4483	71155.2746	78035.5614	111702.4375	65608.0091	56095.5728	34768.3012	288343.8909	71080.09	43537.722	82040.3023	144481.0119	40822.0218	263241.9218	30436.025	163354.7596	200620.5219	369226.8035	146899.9269	248878.5559	44726.4701	81773.1073	119977.4092	99249.1568	71509.4487	246612.4522	104796.1694	292782.1857	132357.0528	379990.2647	103369.3663	81949.1437	198303.7366	102977.8353	36727.8825	85093.0976	79324.5744	435789.6516	302112.5648	78032.6945	57253.5246	53288.1954	75975.3715	38825.7278	86184.3726	51338.8124	59548.2334
HEXITOLDEGSUPER-PWY	superpathway of hexitol degradation bacteria	17883.1977	7994.5959	454.6203	14826.5611	6346.0347	28038.0215	2099.144	6425.7474	1183.3487	2162.4061	8318.9513	20466.0697	8064.6852	7682.9266	17254.0035	20377.0415	7205.8279	5264.301	8378.3923	123148.32	29205.4058	21374.7251	15140.8723	28068.5545	17943.9769	70870.8395	8801.9564	36129.6178	42524.3045	56863.6435	66256.3454	55425.6739	2474.3846	17021.2457	58763.7382	7837.4129	36467.0007	43988.0535	54272.603	25719.243	39332.5959	209371.7485	54681.457	19255.804	75038.2518	13486.3209	9592.1803	39733.7146	38902.6163	171187.0932	25769.1886	9095.3079	16180.0734	11236.2524	3985.863	1944.0912	8974.1472	4041.3798	2959.3456
HISDEG-PWY	L-histidine degradation I	78403.4453	44359.0356	7506.2179	38438.5651	25547.9068	93549.3139	10520.9816	40096.4469	14137.8343	12122.1661	35849.3176	136322.3818	46910.7632	22106.3132	21353.154	37796.9697	42073.8452	18126.6884	10707.8158	120861.7978	25456.5479	23263.9647	47948.7682	49953.7549	24066.1321	161703.7985	7897.8223	99730.9008	116904.8945	138718.5443	66691.7163	94824.3215	19232.406	42684.3687	50571.9629	59964.0233	40939.9656	91312.5194	58697.4065	96675.3885	83463.8147	194771.8785	55823.5456	32533.6172	96598.9907	64881.8255	14326.6636	37348.3568	35810.6943	203871.3806	196713.3089	50501.9376	42670.2662	31966.5331	44694.492	17663.7696	39685.2774	19532.9598	20285.6708
HISTSYN-PWY	L-histidine biosynthesis	153476.3706	168892.7321	24450.7693	168701.0975	110607.1189	184632.0732	59100.287	116209.1178	53286.2244	60411.1593	74394.7457	224983.526	223930.8707	93215.2009	89485.6269	148511.6628	83129.6347	83188.8658	43138.8676	288917.3711	75276.3723	32516.8751	95094.0263	203834.0208	30111.5736	312679.9901	21091.8652	185980.2953	201520.6366	448192.2284	131928.0902	283297.3791	75247.0109	97508.6941	105419.5728	116267.1514	51928.7981	333681.9621	81986.3772	384801.4226	145114.6345	315734.1909	73963.7913	121198.921	206996.8503	116832.3949	40719.0379	80665.8644	57322.8313	373944.2762	346348.2682	87553.4576	62350.1113	56308.8307	82189.5282	52690.9053	113447.1609	82438.6946	83338.9702
HOMOSER-METSYN-PWY	L-methionine biosynthesis I	85708.2299	52931.1436	9136.5012	44781.7973	27557.9312	107323.2304	10510.8205	37643.0335	15553.8731	13629.4853	42023.759	147349.8341	41564.6978	23760.7777	30543.9776	45926.8963	52290.0954	17620.8572	15116.3628	171609.7717	38554.0796	29041.371	56284.3893	65338.535	28883.5862	203257.8659	11192.0056	117667.485	66721.6282	134090.4378	89194.1556	114027.4545	16936.0333	53689.3546	71927.8775	66272.4432	44722.5538	101825.504	68794.67	106667.1023	96643.3539	233311.8144	71160.4201	40051.4879	134688.0301	72111.375	18752.5086	49445.1398	44114.3233	290338.6685	215242.4705	55290.9416	43186.4989	41178.0456	48542.9864	19047.6905	32726.3984	21601.3202	21284.1693
